Spot Pairs,Order Type,Direction,feeCoin,ExecFeeV2,Filled Value,Filled Price,Filled Quantity,Fees,Transaction ID,Order No.,Timestamp (UTC)
BTCUSDT,MARKET,SELL,USDT,0.337022,337.02200000000000000000,67404.40000000000000000000,0.00500000000000000000,--,2290000001060139082, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.674044,674.04400000000000000000,67404.40000000000000000000,0.01000000000000000000,--,2290000001060139081, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.674044,674.04400000000000000000,67404.40000000000000000000,0.01000000000000000000,--,2290000001060139080, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.674044,674.04400000000000000000,67404.40000000000000000000,0.01000000000000000000,--,2290000001060139079, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.674044,674.04400000000000000000,67404.40000000000000000000,0.01000000000000000000,--,2290000001060139078, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.674044,674.04400000000000000000,67404.40000000000000000000,0.01000000000000000000,--,2290000001060139077, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.674044,674.04400000000000000000,67404.40000000000000000000,0.01000000000000000000,--,2290000001060139076, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,3.187554076,3187.55407600000000000000,67404.40000000000000000000,0.04729000000000000000,--,2290000001060139075, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,5.31146672,5311.46672000000000000000,67404.40000000000000000000,0.07880000000000000000,--,2290000001060139074, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.01516599,15.16599000000000000000,67404.40000000000000000000,0.00022500000000000000,--,2290000001060139073, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.2071337212,207.13372120000000000000,67404.40000000000000000000,0.00307300000000000000,--,2290000001060139072, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.2072011256,207.20112560000000000000,67404.40000000000000000000,0.00307400000000000000,--,2290000001060139071, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.0111891304,11.18913040000000000000,67404.40000000000000000000,0.00016600000000000000,--,2290000001060139070, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.0264225248,26.42252480000000000000,67404.40000000000000000000,0.00039200000000000000,--,2290000001060139069, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.2713701144,271.37011440000000000000,67404.40000000000000000000,0.00402600000000000000,--,2290000001060139068, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.6009776304,600.97763040000000000000,67404.40000000000000000000,0.00891600000000000000,--,2290000001060139067, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.5392352,539.23520000000000000000,67404.40000000000000000000,0.00800000000000000000,--,2290000001060139066, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.00674044,6.74044000000000000000,67404.40000000000000000000,0.00010000000000000000,--,2290000001060139065, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.00674044,6.74044000000000000000,67404.40000000000000000000,0.00010000000000000000,--,2290000001060139064, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.00674044,6.74044000000000000000,67404.40000000000000000000,0.00010000000000000000,--,2290000001060139063, 86836992,06:39 2026-03-09
BTCUSDT,MARKET,SELL,USDT,0.3520531812,352.05318120000000000000,67404.40000000000000000000,0.00522300000000000000,--,2290000001060139062, 86836992,06:39 2026-03-09
